player_name,nation,position,squad,compition,age_years,born_year,match_played,starts,min,goal,assist,expected_goal,expected_assisted_goal,non-penalty_expected_goal,progressive_carries,progressive_passes,progressive_passes_receive,age_scaled,value_score,value_tier
Przemyslaw Frankowski,POL,"DF,MF",Lens,Ligue 1,27,1995,28,22,2042.0,2.0,2.0,2.2,1.0,1.0,39.0,5.2,6.6,-0.05612952029599616,1.7807326733681332,High
Ryan Fraser,SCO,FW,Newcastle Utd,Premier League,29,1994,8,3,313.0,0.3,1.0,8.0,23.0,9.0,,,,-0.5326433139385727,-2.574134519706065,Low
Davide Frattesi,ITA,MF,Sassuolo,Serie A,23,1999,27,26,2150.0,6.0,6.0,5.3,6.8,1.5,58.0,72.0,0.25,0.8968980669891568,6.587226612754461,High
Fred,BRA,MF,Manchester Utd,Premier League,30,1993,23,10,969.0,2.0,1.0,1.8,2.0,1.8,8.0,52.0,34.0,-0.7709002107598608,-2.5896068444225198,Low
Ryan Fredericks,ENG,DF,Bournemouth,Premier League,30,1992,12,5,533.0,13.0,1.0,0.0,,28.0,,,,-0.7709002107598608,-3.800854252209689,Low
Iván Fresneda,ESP,DF,Valladolid,La Liga,18,2004,13,10,1006.0,0.1,1.0,25.0,65.0,41.0,0.01,0.08,0.01,2.088182551095598,4.5424580136790045,High
Remo Freuler,SUI,MF,Nott'ham Forest,Premier League,30,1992,23,20,1810.0,0.3,3.0,7.0,9.0,48.0,0.02,0.05,0.02,-0.7709002107598608,-0.5722786621088941,Mid
Michael Frey,SUI,FW,Schalke 04,Bundesliga,28,1994,10,7,613.0,1.2,3.0,5.0,3.0,1.8,,43.0,,-0.2943864171172844,-2.525564446351702,Low
Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,25,1998,21,21,1784.0,0.3,6.0,11.0,88.0,0.7,0.01,0.02,0.04,0.4203842733465803,5.749953198322384,High
Marvin Friedrich,GER,DF,M'Gladbach,Bundesliga,27,1995,15,10,964.0,1.0,1.0,0.6,1.0,0.4,3.0,4.0,0.09,-0.05612952029599616,-3.454862468396483,Low
Jeremie Frimpong,NED,"DF,MF",Leverkusen,Bundesliga,22,2000,25,23,1927.0,7.0,6.0,5.7,4.9,5.7,124.0,50.0,165.0,1.135154963810445,8.420698692541956,High
Chris Führich,GER,"FW,MF",Stuttgart,Bundesliga,25,1998,24,17,1501.0,4.0,4.0,3.1,2.3,2.0,74.0,5.1,62.0,0.4203842733465803,2.4201476122284333,High
Angelo Fulgini,FRA,"MF,FW",Lens,Ligue 1,26,1996,7,6,415.0,1.0,1.0,0.8,1.7,0.9,9.0,40.0,,0.18212737652529207,-3.4579612119336707,Low
Angelo Fulgini,FRA,MF,Mainz 05,Bundesliga,26,1996,16,5,525.0,0.6,1.0,3.0,1.4,0.8,,43.0,,0.18212737652529207,-2.7470037924516384,Low
Niclas Füllkrug,GER,FW,Werder Bremen,Bundesliga,30,1993,24,24,2117.0,15.0,5.0,11.8,4.0,5.0,37.0,3.0,10.6,-0.7709002107598608,2.37563130302082,High
Matteo Gabbia,ITA,DF,Milan,Serie A,23,1999,11,6,603.0,1.0,2.0,,,,,,,0.8968980669891568,-1.2192008561862848,Mid
Manolo Gabbiadini,ITA,"FW,MF",Sampdoria,Serie A,31,1991,24,16,1451.0,6.0,1.0,5.8,1.8,5.8,19.0,30.0,78.0,-1.0091571075811492,-0.8942490609873788,Mid
Roberto Gagliardini,ITA,MF,Inter,Serie A,28,1994,12,3,414.0,0.5,1.0,12.0,17.0,22.0,,,,-0.2943864171172844,-2.1586188552581738,Low
Adolfo Gaich,ARG,FW,Hellas Verona,Serie A,24,1999,7,4,371.0,1.2,1.2,3.0,,21.0,,,,0.6586411701678685,-2.501573254713096,Low
Cody Gakpo,NED,FW,Liverpool,Premier League,23,1999,9,8,658.0,4.0,4.0,2.8,16.0,3.3,14.0,,,0.8968980669891568,-0.961015985022711,Mid
Javi Galán,ESP,DF,Celta Vigo,La Liga,28,1994,26,25,2260.0,0.4,2.0,94.0,3.8,3.4,0.02,161.0,0.08,-0.2943864171172844,12.92581336330608,High
Iñigo Ruiz de Galarreta,ESP,MF,Mallorca,La Liga,29,1993,22,20,1744.0,0.2,7.0,16.0,16.0,92.0,0.01,0.06,0.01,-0.5326433139385727,0.793898385776791,Mid
Conor Gallagher,ENG,"MF,FW",Chelsea,Premier League,23,2000,24,10,945.0,1.0,1.0,1.2,1.2,1.0,27.0,3.3,60.0,0.8968980669891568,-1.3960530777212288,Mid
Antonino Gallo,ITA,DF,Lecce,Serie A,23,2000,22,19,1692.0,0.1,1.0,53.0,1.4,0.1,0.01,113.0,40.0,0.8968980669891568,7.287589735030576,High
Gauthier Gallon,FRA,GK,Troyes,Ligue 1,29,1993,21,21,1890.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5326433139385727,-1.23884594576283,Mid
Cristian Gamboa,CRC,DF,Bochum,Bundesliga,33,1989,15,15,1272.0,0.1,2.0,7.0,17.0,47.0,0.01,0.04,0.01,-1.4856709012237255,-2.3895545589174922,Low
Kévin Gameiro,FRA,FW,Strasbourg,Ligue 1,35,1987,26,22,1865.0,7.0,7.0,6.6,5.6,1.0,41.0,8.7,60.0,-1.962184694866302,0.4339151035784701,Mid
Idrissa Gana Gueye,SEN,MF,Everton,Premier League,33,1989,23,22,1794.0,0.1,1.0,21.0,1.0,0.9,0.01,12.0,0.05,-1.4856709012237255,0.06157149801223816,Mid
Ignatius Ganago,CMR,FW,Nantes,Ligue 1,24,1999,20,12,1145.0,4.0,3.0,2.3,3.8,1.6,15.0,73.0,0.24,0.6586411701678685,0.389342565963126,Mid
Aleix García,ESP,MF,Girona,La Liga,25,1997,25,25,2142.0,1.0,5.0,1.5,6.0,1.5,39.0,137.0,66.0,0.4203842733465803,6.297042801823734,High
Álvaro García,ESP,"FW,MF",Rayo Vallecano,La Liga,30,1992,24,23,2014.0,4.0,2.0,2.6,3.5,2.6,88.0,52.0,212.0,-0.7709002107598608,4.709392722878132,High
Borja García,ESP,"MF,FW",Girona,La Liga,32,1990,8,7,531.0,1.0,1.0,0.7,1.2,0.5,6.0,22.0,,-1.2474140044024373,-5.174487782013652,Low
Dani García,ESP,MF,Athletic Club,La Liga,32,1990,17,11,925.0,0.5,1.0,4.0,0.8,0.4,0.05,3.0,0.1,-1.2474140044024373,-4.431731335582401,Low
David García,ESP,DF,Osasuna,La Liga,29,1994,23,23,2029.0,2.0,2.0,0.5,0.4,0.5,11.0,79.0,3.0,-0.5326433139385727,1.7695515864529159,High
Eric García,ESP,DF,Barcelona,La Liga,22,2001,14,11,909.0,1.0,1.0,1.4,63.0,1.4,17.0,0.1,0.1,1.135154963810445,2.0617898937967785,High
Francisco Garcia,ESP,DF,Rayo Vallecano,La Liga,23,1999,26,26,2327.0,0.7,2.0,137.0,1.7,1.0,0.03,119.0,0.08,0.8968980669891568,17.14374593748292,High
Raúl García,ESP,"FW,MF",Athletic Club,La Liga,36,1986,25,5,708.0,2.0,2.0,3.2,1.1,3.2,9.0,25.0,43.0,-2.20044159168759,-5.679467311701218,Low
Rubén García,ESP,"MF,FW",Osasuna,La Liga,29,1993,20,6,728.0,1.0,2.0,1.6,1.3,1.6,15.0,31.0,63.0,-0.5326433139385727,-3.5564863619289873,Low
Unai García,ESP,DF,Osasuna,La Liga,31,1992,17,16,1361.0,0.2,1.0,10.0,0.1,0.2,0.01,41.0,3.0,-1.0091571075811492,-1.3498985156573886,Mid
Alejandro Garnacho,ESP,"FW,MF",Manchester Utd,Premier League,18,2004,15,4,453.0,2.0,2.0,1.6,1.0,1.6,25.0,5.0,68.0,2.088182551095598,-1.8658816468191213,Low
Johan Gastien,FRA,MF,Clermont Foot,Ligue 1,35,1988,21,19,1703.0,2.0,2.0,0.6,1.4,0.6,9.0,145.0,17.0,-1.962184694866302,0.8471979144905148,Mid
Federico Gatti,ITA,DF,Juventus,Serie A,24,1998,8,7,634.0,0.3,3.0,6.0,2.0,26.0,,,,0.6586411701678685,-1.7277545541106827,Low
Gavi,ESP,"MF,FW",Barcelona,La Liga,18,2004,25,20,1716.0,1.0,2.0,2.1,2.5,2.1,32.0,91.0,115.0,2.088182551095598,4.977756351932821,High
Paulo Gazzaniga,ARG,GK,Girona,La Liga,31,1992,16,16,1440.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0091571075811492,-3.145308880820017,Low
David de Gea,ESP,GK,Manchester Utd,Premier League,32,1990,26,26,2340.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-1.2474140044024373,-0.5236674948120845,Mid
Dennis Geiger,GER,MF,Hoffenheim,Bundesliga,24,1998,20,20,1429.0,1.0,2.0,0.2,2.0,0.2,19.0,81.0,19.0,0.6586411701678685,2.0381449901074076,High
Valentin Gendrey,FRA,DF,Lecce,Serie A,22,2000,27,25,2251.0,0.5,1.0,33.0,2.1,1.6,0.02,69.0,0.04,1.135154963810445,6.407936640611639,High
Yannick Gerhardt,GER,MF,Wolfsburg,Bundesliga,29,1994,20,17,1413.0,6.0,3.0,4.2,1.8,4.2,9.0,65.0,55.0,-0.5326433139385727,-0.08419394832905353,Mid
Valère Germain,FRA,"FW,MF",Montpellier,Ligue 1,32,1990,25,5,636.0,2.0,2.0,2.5,3.1,0.6,5.0,41.0,,-1.2474140044024373,-4.579877948096693,Low
Gerson,BRA,MF,Marseille,Ligue 1,25,1997,10,6,417.0,2.0,2.0,0.8,1.1,0.3,9.0,29.0,,0.4203842733465803,-3.5214750886381756,Low
Paolo Ghiglione,ITA,DF,Cremonese,Serie A,26,1997,11,6,534.0,0.1,1.0,4.0,0.6,0.5,,30.0,,0.18212737652529207,-2.8688759056214863,Low
Morgan Gibbs-White,ENG,"MF,FW",Nott'ham Forest,Premier League,23,2000,24,23,2006.0,2.0,5.0,3.5,6.1,3.5,43.0,99.0,122.0,0.8968980669891568,5.712775146151382,High
Niko Gießelmann,GER,DF,Union Berlin,Bundesliga,31,1991,20,13,1185.0,1.0,2.0,13.0,2.7,1.6,0.08,44.0,0.15,-1.0091571075811492,-1.5483368503199764,Mid
Samuel Gigot,FRA,DF,Marseille,Ligue 1,29,1993,19,17,1392.0,2.0,2.0,2.3,2.3,2.0,25.0,2.8,52.0,-0.5326433139385727,-1.0622849565379249,Mid
Rafal Gikiewicz,POL,GK,Augsburg,Bundesliga,35,1987,21,21,1890.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.962184694866302,-2.668387326690559,Low
Óscar Gil,ESP,DF,Espanyol,La Liga,25,1997,22,21,1688.0,0.5,1.0,28.0,3.1,2.6,0.03,73.0,0.05,0.4203842733465803,3.915368919218384,High
Matthias Ginter,GER,DF,Freiburg,Bundesliga,29,1994,25,25,2250.0,3.0,1.0,1.1,0.7,1.1,20.0,98.0,6.0,-0.5326433139385727,3.3551218401979392,High
Andrei Girotto,BRA,"DF,MF",Nantes,Ligue 1,31,1992,27,27,2412.0,1.0,1.0,0.9,1.9,0.9,10.0,106.0,6.0,-1.0091571075811492,3.216538273139462,High
Olivier Giroud,FRA,FW,Milan,Serie A,36,1986,24,19,1577.0,8.0,4.0,8.9,7.0,1.0,10.0,8.3,3.2,-2.20044159168759,-1.8134162868286623,Low
Serge Gnabry,GER,FW,Bayern Munich,Bundesliga,27,1995,25,15,1320.0,9.0,4.0,6.9,6.1,1.0,54.0,9.7,67.0,-0.05612952029599616,1.148604077029756,High
Degnand Gnonto,ITA,"FW,MF",Leeds United,Premier League,19,2003,16,12,1064.0,2.0,3.0,1.4,1.5,1.4,57.0,26.0,116.0,1.8499256542743097,1.980278034323796,High
Ben Godfrey,ENG,DF,Everton,Premier League,25,1998,8,6,511.0,1.1,2.0,4.0,4.0,7.0,,,,0.4203842733465803,-2.370944464327639,Low
Aleksandr Golovin,RUS,"MF,FW",Monaco,Ligue 1,26,1996,26,21,1877.0,6.0,6.0,4.3,4.8,4.3,69.0,93.0,162.0,0.18212737652529207,5.5374056512619045,High
André Gomes,POR,MF,Lille,Ligue 1,29,1993,20,13,1212.0,1.0,2.0,0.5,1.1,0.5,14.0,117.0,29.0,-0.5326433139385727,0.15496338781360242,Mid
Angel Gomes,ENG,MF,Lille,Ligue 1,22,2000,27,26,2115.0,2.0,4.0,3.2,4.0,1.0,26.0,2.5,5.0,1.135154963810445,3.256928772863315,High
Toti Gomes,POR,DF,Wolves,Premier League,24,1999,7,3,310.0,,2.0,0.0,,2.0,0.0,,,0.6586411701678685,-3.832591006121655,Low
Joe Gomez,ENG,DF,Liverpool,Premier League,25,1997,19,13,1286.0,0.1,3.0,13.0,2.0,95.0,0.01,0.02,0.01,0.4203842733465803,-1.0748866205725234,Mid
Moi Gómez,ESP,"MF,FW",Osasuna,La Liga,28,1994,26,25,2111.0,1.0,2.0,1.1,3.6,1.1,32.0,154.0,65.0,-0.2943864171172844,5.452164521059713,High
Papu Gómez,ARG,"MF,FW",Sevilla,La Liga,35,1988,13,6,670.0,1.1,1.0,19.0,1.6,0.5,,42.0,,-1.962184694866302,-3.064520760167156,Low
Sergi Gómez,ESP,DF,Espanyol,La Liga,31,1992,20,17,1598.0,0.7,1.0,2.0,33.0,0.9,0.04,0.01,0.05,-1.0091571075811492,-0.6110552936045689,Mid
Maxime Gonalons,FRA,MF,Clermont Foot,Ligue 1,34,1989,16,12,853.0,1.0,1.0,0.4,0.7,0.3,7.0,1.0,0.11,-1.7239277980450138,-4.9581820990334045,Low
Diego González,ESP,DF,Elche,La Liga,28,1995,15,8,930.0,0.8,4.0,1.0,0.08,2.0,0.08,0.08,0.0,-0.2943864171172844,-4.270887829791586,Low
Édgar González,ESP,DF,Betis,La Liga,25,1997,18,13,1236.0,0.7,6.0,4.0,26.0,1.5,0.05,0.06,0.11,0.4203842733465803,-0.558149145956262,Mid
Giovanni González,URU,DF,Mallorca,La Liga,28,1994,11,8,791.0,0.2,2.0,9.0,1.4,1.2,,31.0,,-0.2943864171172844,-2.117634932631026,Low
Joan Gonzàlez,ESP,MF,Lecce,Serie A,21,2002,26,22,1851.0,1.0,3.0,1.3,1.3,1.3,16.0,57.0,53.0,1.3734118606317332,3.058467201467093,High
Nicolás González,ARG,"FW,MF",Fiorentina,Serie A,24,1998,17,9,905.0,4.0,1.0,4.4,3.0,2.0,28.0,1.2,4.4,0.6586411701678685,-1.4450928236422986,Mid
Nicolás González,ESP,MF,Valencia,La Liga,21,2002,15,7,684.0,1.0,1.0,0.8,1.1,0.3,10.0,12.0,,1.3734118606317332,-2.362297582862121,Low
Oumar Gonzalez,CMR,DF,Ajaccio,Ligue 1,25,1998,22,21,1858.0,0.8,8.0,10.0,0.04,3.0,0.04,0.04,0.0,0.4203842733465803,0.5809649282876146,Mid
Anthony Gordon,ENG,FW,Everton,Premier League,22,2001,16,12,1095.0,3.0,3.0,3.3,3.9,0.6,28.0,67.0,0.25,1.135154963810445,1.322901327537129,High
Leon Goretzka,GER,MF,Bayern Munich,Bundesliga,28,1995,19,17,1323.0,3.0,2.0,4.5,1.8,4.5,32.0,89.0,47.0,-0.2943864171172844,1.6636950920768663,High
Andoni Gorosabel,ESP,DF,Real Sociedad,La Liga,26,1996,16,11,998.0,0.3,2.0,21.0,59.0,52.0,0.03,0.07,0.03,0.18212737652529207,2.0411492800918523,High
Robin Gosens,GER,"DF,FW",Inter,Serie A,28,1994,23,5,664.0,1.0,1.0,1.5,2.6,1.1,22.0,64.0,,-0.2943864171172844,-2.3677206515411324,Low
Mario Götze,GER,MF,Eint Frankfurt,Bundesliga,30,1992,24,24,2041.0,2.0,1.0,2.1,4.5,2.1,38.0,108.0,138.0,-0.7709002107598608,4.011776864497312,High
Amine Gouiri,FRA,FW,Rennes,Ligue 1,23,2000,23,20,1697.0,9.0,1.0,8.3,2.6,8.3,45.0,48.0,128.0,0.8968980669891568,3.863227855186715,High
Jeffrey Gouweleeuw,NED,DF,Augsburg,Bundesliga,31,1991,24,24,2096.0,1.4,1.0,14.0,3.3,1.9,0.06,5.0,0.04,-1.0091571075811492,0.6376607116828164,Mid
Jonathan Gradit,FRA,DF,Lens,Ligue 1,30,1992,23,23,1930.0,1.0,3.0,0.8,1.1,0.8,28.0,175.0,7.0,-0.7709002107598608,4.560169815892548,High
Alberto Grassi,ITA,MF,Empoli,Serie A,28,1995,15,7,569.0,0.4,2.0,2.0,5.0,26.0,,,,-0.2943864171172844,-2.9761539238745205,Low
Ryan Gravenberch,NED,MF,Bayern Munich,Bundesliga,20,2002,15,1,318.0,0.7,1.0,6.0,17.0,22.0,,,,1.6116687574530215,-1.2348080849709087,Mid
Andrew Gravillon,GLP,DF,Reims,Ligue 1,25,1998,13,12,1038.0,0.8,3.0,18.0,14.0,38.0,0.07,0.1,0.07,0.4203842733465803,-0.4496388307065838,Mid
Demarai Gray,ENG,"FW,MF",Everton,Premier League,26,1996,26,22,2023.0,4.0,1.0,5.2,2.0,2.0,77.0,3.4,7.0,0.18212737652529207,3.9989541302916622,High
Jack Grealish,ENG,"FW,MF",Manchester City,Premier League,27,1995,21,17,1525.0,3.0,4.0,3.2,4.8,3.2,107.0,67.0,216.0,-0.05612952029599616,5.152525620896864,High
Sam Greenwood,ENG,"MF,FW",Leeds United,Premier League,21,2002,15,2,339.0,1.0,2.0,0.6,1.1,0.6,7.0,13.0,7.0,1.3734118606317332,-3.7490576779247045,Low
Michael Gregoritsch,AUT,FW,Freiburg,Bundesliga,28,1994,24,23,1781.0,8.0,4.0,8.6,2.9,8.6,17.0,52.0,101.0,-0.2943864171172844,2.098018233177991,High
Clément Grenier,FRA,MF,Mallorca,La Liga,32,1991,15,6,608.0,0.2,7.0,4.0,24.0,34.0,,,,-1.2474140044024373,-2.696363073886249,Low
Antoine Griezmann,FRA,"FW,MF",Atlético Madrid,La Liga,32,1991,26,19,1780.0,9.0,8.0,6.7,7.4,6.7,62.0,105.0,134.0,-1.2474140044024373,4.02264044466436,High
Vincenzo Grifo,ITA,"FW,MF",Freiburg,Bundesliga,29,1993,24,21,1682.0,12.0,4.0,7.9,1.0,7.0,49.0,4.5,6.8,-0.5326433139385727,1.530752251246569,High
Lennart Grill,GER,GK,Union Berlin,Bundesliga,24,1999,4,4,360.0,,,0.0,0.0,0.0,0.0,,0.0,0.6586411701678685,-4.077656011567555,Low
Christian Groß,GER,MF,Werder Bremen,Bundesliga,34,1989,19,17,1377.0,1.0,1.0,0.1,0.4,0.3,14.0,11.0,0.07,-1.7239277980450138,-2.8892652627902207,Low
Pascal Groß,GER,"MF,DF",Brighton,Premier League,31,1991,25,25,2181.0,6.0,4.0,3.5,6.9,3.5,37.0,169.0,149.0,-1.0091571075811492,5.861427431825968,High
Ilia Gruev,BUL,MF,Werder Bremen,Bundesliga,22,2000,23,15,1306.0,0.2,1.0,21.0,12.0,52.0,0.01,0.05,0.01,1.135154963810445,1.2718957010112066,High
Carlos Gruezo,ECU,MF,Augsburg,Bundesliga,27,1995,13,12,961.0,2.0,5.0,0.0,0.03,5.0,0.0,0.03,0.0,-0.05612952029599616,-3.5296963612891696,Low
Vicente Guaita,ESP,GK,Crystal Palace,Premier League,36,1987,26,26,2340.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.20044159168759,-1.4766950820972373,Mid
Andrés Guardado,MEX,MF,Betis,La Liga,36,1986,18,11,972.0,1.0,1.0,0.2,1.1,0.2,12.0,51.0,10.0,-2.20044159168759,-3.919188362771774,Low
Sergi Guardiola,ESP,FW,Valladolid,La Liga,31,1991,14,8,502.0,1.0,1.0,7.0,20.0,3.0,,,,-1.0091571075811492,-2.319333342109604,Low
Sergi Guardiola,ESP,FW,Cádiz,La Liga,31,1991,6,4,376.0,2.0,2.0,1.5,1.7,0.2,4.0,18.0,,-1.0091571075811492,-5.690769902065352,Low
Nemanja Gudelj,SRB,"DF,MF",Sevilla,La Liga,31,1991,23,22,1964.0,3.0,3.0,1.4,1.6,0.2,24.0,5.0,0.14,-1.0091571075811492,-0.02302299764963256,Mid
Gabriel Gudmundsson,SWE,"DF,FW",Lille,Ligue 1,23,1999,11,4,434.0,0.4,1.0,24.0,26.0,10.0,,,,0.8968980669891568,0.832757442968609,Mid
Gonçalo Guedes,POR,"FW,MF",Wolves,Premier League,26,1996,13,8,707.0,1.0,1.0,1.2,0.5,1.2,20.0,16.0,54.0,0.18212737652529207,-2.825659313538997,Low
Marc Guéhi,ENG,DF,Crystal Palace,Premier League,22,2000,27,27,2430.0,0.6,7.0,8.0,2.0,77.0,0.02,0.03,0.02,1.135154963810445,2.996254435183172,High
Mattéo Guendouzi,FRA,MF,Marseille,Ligue 1,23,1999,26,20,1716.0,1.0,3.0,2.4,1.5,2.4,38.0,123.0,77.0,0.8968980669891568,4.810901601310324,High
Raphaël Guerreiro,POR,"DF,MF",Dortmund,Bundesliga,29,1993,19,19,1660.0,3.0,9.0,2.0,4.3,2.0,48.0,123.0,98.0,-0.5326433139385727,3.733499277619059,High
Evann Guessand,FRA,"FW,MF",Nantes,Ligue 1,21,2001,26,13,1112.0,2.0,2.0,2.4,1.2,2.4,39.0,31.0,86.0,1.3734118606317332,1.1011661053742294,High
Pape Gueye,SEN,MF,Sevilla,La Liga,24,1999,6,6,521.0,0.5,3.0,5.0,1.0,0.5,,29.0,18.0,0.6586411701678685,-2.323192746031194,Low
Pape Gueye,SEN,"MF,DF",Marseille,Ligue 1,24,1999,14,4,492.0,1.0,1.0,0.7,0.9,0.7,9.0,31.0,13.0,0.6586411701678685,-3.407227149097622,Low
Josuha Guilavogui,FRA,"MF,DF",Wolfsburg,Bundesliga,32,1990,15,5,630.0,1.0,1.0,0.2,0.7,0.4,2.0,5.0,,-1.2474140044024373,-5.960190391215342,Low
Frederic Guilbert,FRA,DF,Strasbourg,Ligue 1,28,1994,8,7,595.0,0.1,3.0,12.0,30.0,22.0,,,,-0.2943864171172844,-0.5407120566726872,Mid
Hugo Guillamón,ESP,MF,Valencia,La Liga,23,2000,22,18,1522.0,1.0,4.0,1.1,0.3,5.0,11.0,1.9,93.0,0.8968980669891568,-0.16532140796066808,Mid
Bruno Guimarães,BRA,MF,Newcastle Utd,Premier League,25,1997,20,20,1667.0,3.0,3.0,1.4,1.8,1.4,21.0,127.0,20.0,0.4203842733465803,3.5076939234919116,High
Sehrou Guirassy,GUI,FW,Stuttgart,Bundesliga,27,1996,13,12,976.0,6.0,6.0,5.1,1.0,3.0,15.0,0.8,5.1,-0.05612952029599616,-2.282749226862756,Low
Péter Gulácsi,HUN,GK,RB Leipzig,Bundesliga,32,1990,6,6,540.0,,,0.0,0.0,0.0,0.0,,0.0,-1.2474140044024373,-5.411731529572017,Low
Manuel Gulde,GER,DF,Freiburg,Bundesliga,32,1991,10,4,328.0,0.1,1.0,2.0,,2.0,,,,-1.2474140044024373,-4.569871452349212,Low
Gerard Gumbau,ESP,MF,Elche,La Liga,28,1994,24,20,1765.0,0.9,4.0,11.0,3.6,2.8,0.04,31.0,0.2,-0.2943864171172844,0.6359660489783907,Mid
Robert Gumny,POL,DF,Augsburg,Bundesliga,24,1998,21,19,1686.0,1.0,2.0,0.5,0.6,0.5,21.0,47.0,48.0,0.6586411701678685,1.5255925924108817,High
Ilkay Gündogan,GER,MF,Manchester City,Premier League,32,1990,24,20,1756.0,3.0,3.0,5.2,7.8,2.6,41.0,108.0,0.15,-1.2474140044024373,3.1293294536174567,High
Christian Günter,GER,"DF,MF",Freiburg,Bundesliga,30,1993,24,24,2125.0,0.9,3.0,35.0,5.3,4.4,0.04,95.0,0.13,-0.7709002107598608,5.166802587665089,High
Koray Günter,GER,DF,Hellas Verona,Serie A,28,1994,13,11,1003.0,1.0,1.0,0.9,1.9,0.9,7.0,3.0,0.09,-0.2943864171172844,-3.2537169695384804,Low
Gorka Guruzeta,ESP,FW,Athletic Club,La Liga,26,1996,19,8,744.0,6.0,6.0,3.4,3.7,0.3,4.0,51.0,,0.18212737652529207,-2.2416115482394945,Low
Malo Gusto,FRA,DF,Lyon,Ligue 1,19,2003,17,17,1442.0,0.2,1.0,60.0,3.2,3.0,0.01,137.0,0.06,1.8499256542743097,8.888012635864342,High
Raúl Guti,ESP,MF,Elche,La Liga,26,1996,19,10,879.0,1.2,1.0,4.0,0.13,12.0,0.13,0.13,0.0,0.18212737652529207,-3.3220527549523546,Low
Miguel Gutiérrez,ESP,DF,Girona,La Liga,21,2001,24,20,1738.0,1.0,2.0,0.5,2.4,0.5,52.0,77.0,117.0,1.3734118606317332,4.7101849648435286,High
Joko Gvardiol,CRO,DF,RB Leipzig,Bundesliga,21,2002,23,18,1666.0,1.0,1.0,1.5,2.0,0.5,24.0,2.0,0.05,1.3734118606317332,1.276958949702378,High
Emmanuel Gyasi,GHA,"FW,DF",Spezia,Serie A,29,1994,24,24,1967.0,1.0,1.0,3.0,4.2,1.1,26.0,109.0,0.05,-0.5326433139385727,3.673460217533544,High
Norbert Gyömbér,SVK,DF,Salernitana,Serie A,30,1992,19,15,1150.0,0.3,3.0,5.0,0.03,1.0,0.03,0.03,0.0,-0.7709002107598608,-3.0613652594377623,Low
Christian Gytkjær,DEN,FW,Monza,Serie A,32,1990,18,3,501.0,1.0,1.0,2.7,6.0,3.0,1.0,,,-1.2474140044024373,-5.242324407904038,Low
Erling Haaland,NOR,FW,Manchester City,Premier League,22,2000,26,25,2112.0,28.0,5.0,20.1,4.0,5.0,22.0,3.7,19.9,1.135154963810445,4.507563516559606,High
Nicolas Haas,SUI,MF,Empoli,Serie A,27,1996,18,10,956.0,1.0,1.0,1.2,1.7,0.6,9.0,19.0,0.09,-0.05612952029599616,-2.732283859481396,Low
Janik Haberer,GER,MF,Union Berlin,Bundesliga,28,1994,23,21,1513.0,5.0,1.0,2.9,4.0,1.1,12.0,54.0,0.06,-0.2943864171172844,0.7474500306527004,Mid
Alexander Hack,GER,DF,Mainz 05,Bundesliga,29,1993,18,14,1124.0,0.1,2.0,1.0,52.0,0.2,0.01,0.02,0.01,-0.5326433139385727,-0.2974860534335737,Mid
Munir El Haddadi,MAR,"MF,FW",Getafe,La Liga,27,1995,18,4,662.0,2.0,1.0,1.8,0.4,1.8,16.0,19.0,60.0,-0.05612952029599616,-3.747932178191725,Low
Jaouen Hadjam,ALG,DF,Nantes,Ligue 1,20,2003,9,7,637.0,0.2,1.0,16.0,0.4,0.2,,29.0,,1.6116687574530215,-0.0710850248727668,Mid
André Hahn,GER,"FW,MF",Augsburg,Bundesliga,32,1990,7,4,391.0,2.0,2.0,0.4,8.0,0.4,3.0,,,-1.2474140044024373,-5.287088716673697,Low
Amadou Haidara,MLI,MF,RB Leipzig,Bundesliga,25,1998,23,8,903.0,1.0,1.0,1.7,0.8,1.7,6.0,52.0,7.0,0.4203842733465803,-1.9533010479806445,Low
Massadio Haïdara,MLI,"DF,MF",Lens,Ligue 1,30,1992,26,15,1334.0,1.4,4.0,20.0,46.0,81.0,0.1,0.14,0.1,-0.7709002107598608,1.3372957419448888,High
Achraf Hakimi,MAR,"DF,MF",Paris S-G,Ligue 1,24,1998,21,16,1508.0,4.0,3.0,2.7,2.8,2.7,67.0,74.0,178.0,0.6586411701678685,3.896527260398696,High
Lewis Hall,ENG,"DF,MF",Chelsea,Premier League,18,2004,5,4,304.0,0.5,1.0,10.0,19.0,9.0,,,,2.088182551095598,0.11598711798696026,Mid
Sébastien Haller,CIV,FW,Dortmund,Bundesliga,28,1994,10,6,562.0,3.0,1.0,2.9,4.3,1.4,4.0,34.0,,-0.2943864171172844,-3.7202666579490065,Low
Marcel Halstenberg,GER,DF,RB Leipzig,Bundesliga,31,1991,22,13,1225.0,1.0,1.0,0.9,0.8,0.9,12.0,48.0,46.0,-1.0091571075811492,-2.062970751219941,Low
